InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,rejection_reasons
537643,21165,BEWARE OF THE CAT METAL SIGN ,1,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537643,21166,COOK WITH WINE METAL SIGN ,1,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537643,21169,YOU'RE CONFUSING ME METAL SIGN ,1,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537643,21175,GIN + TONIC DIET METAL SIGN,2,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537643,21181,PLEASE ONE PERSON METAL SIGN,1,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537643,21217,RED RETROSPOT ROUND CAKE TINS,1,12/7/2010 15:34,21.23,,United Kingdom,Missing CustomerID
537643,21218,RED SPOTTY BISCUIT TIN,2,12/7/2010 15:34,8.47,,United Kingdom,Missing CustomerID
537643,21257,VICTORIAN SEWING BOX MEDIUM,1,12/7/2010 15:34,16.13,,United Kingdom,Missing CustomerID
537643,21258,VICTORIAN SEWING BOX LARGE,2,12/7/2010 15:34,25.49,,United Kingdom,Missing CustomerID
537643,21479,WHITE SKULL HOT WATER BOTTLE ,34,12/7/2010 15:34,8.47,,United Kingdom,Missing CustomerID
537643,21481,FAWN BLUE HOT WATER BOTTLE,7,12/7/2010 15:34,6.77,,United Kingdom,Missing CustomerID
537643,21494,ROTATING LEAVES T-LIGHT HOLDER,1,12/7/2010 15:34,5.91,,United Kingdom,Missing CustomerID
537643,21557,SET OF 6 FUNKY BEAKERS,1,12/7/2010 15:34,5.74,,United Kingdom,Missing CustomerID
537643,21558,SKULL LUNCH BOX WITH CUTLERY ,2,12/7/2010 15:34,5.06,,United Kingdom,Missing CustomerID
537643,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,5,12/7/2010 15:34,5.06,,United Kingdom,Missing CustomerID
537643,21700,BIG DOUGHNUT FRIDGE MAGNETS,1,12/7/2010 15:34,8.47,,United Kingdom,Missing CustomerID
537643,21775,DECORATIVE FLORE BATHROOM BOTTLE,1,12/7/2010 15:34,2.51,,United Kingdom,Missing CustomerID
537643,21786,POLKADOT RAIN HAT ,2,12/7/2010 15:34,0.81,,United Kingdom,Missing CustomerID
537643,21832,CHOCOLATE CALCULATOR,2,12/7/2010 15:34,3.36,,United Kingdom,Missing CustomerID
537643,21874,GIN AND TONIC MUG,2,12/7/2010 15:34,3.36,,United Kingdom,Missing CustomerID
537643,21876,POTTERING MUG,1,12/7/2010 15:34,3.36,,United Kingdom,Missing CustomerID
537643,21888,BINGO SET,1,12/7/2010 15:34,7.62,,United Kingdom,Missing CustomerID
537643,21889,WOODEN BOX OF DOMINOES,1,12/7/2010 15:34,3.36,,United Kingdom,Missing CustomerID
537643,21935,SUKI  SHOULDER BAG,6,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537643,21948,SET OF 6 CAKE CHOPSTICKS,1,12/7/2010 15:34,2.51,,United Kingdom,Missing CustomerID
537643,21967,PACK OF 12 SKULL TISSUES,1,12/7/2010 15:34,0.81,,United Kingdom,Missing CustomerID
537643,21993,FLORAL FOLK STATIONERY SET,1,12/7/2010 15:34,5.91,,United Kingdom,Missing CustomerID
537643,22109,FULL ENGLISH BREAKFAST PLATE,1,12/7/2010 15:34,7.62,,United Kingdom,Missing CustomerID
537643,22114,HOT WATER BOTTLE TEA AND SYMPATHY,17,12/7/2010 15:34,9.32,,United Kingdom,Missing CustomerID
537643,22135,LADLE LOVE HEART PINK,1,12/7/2010 15:34,0.85,,United Kingdom,Missing CustomerID
537643,22144,CHRISTMAS CRAFT LITTLE FRIENDS,2,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537643,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2,12/7/2010 15:34,5.91,,United Kingdom,Missing CustomerID
537643,22179,SET 10 LIGHTS NIGHT OWL,3,12/7/2010 15:34,13.57,,United Kingdom,Missing CustomerID
537643,22186,RED STAR CARD HOLDER,3,12/7/2010 15:34,5.91,,United Kingdom,Missing CustomerID
537643,22197,SMALL POPCORN HOLDER,8,12/7/2010 15:34,1.66,,United Kingdom,Missing CustomerID
537643,22207,FRYING PAN UNION FLAG,2,12/7/2010 15:34,8.47,,United Kingdom,Missing CustomerID
537643,22208,WOOD STAMP SET THANK YOU,1,12/7/2010 15:34,3.36,,United Kingdom,Missing CustomerID
537643,22296,HEART IVORY TRELLIS LARGE,1,12/7/2010 15:34,3.36,,United Kingdom,Missing CustomerID
537643,22297,HEART IVORY TRELLIS SMALL,1,12/7/2010 15:34,2.51,,United Kingdom,Missing CustomerID
537643,22301,COFFEE MUG CAT + BIRD DESIGN,2,12/7/2010 15:34,5.06,,United Kingdom,Missing CustomerID
537643,22314,OFFICE MUG WARMER CHOC+BLUE,1,12/7/2010 15:34,8.47,,United Kingdom,Missing CustomerID
537643,22350,ILLUSTRATED CAT BOWL ,1,12/7/2010 15:34,5.06,,United Kingdom,Missing CustomerID
537643,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,1,12/7/2010 15:34,5.06,,United Kingdom,Missing CustomerID
537643,22357,KINGS CHOICE BISCUIT TIN,1,12/7/2010 15:34,8.47,,United Kingdom,Missing CustomerID
537643,22358,KINGS CHOICE TEA CADDY ,1,12/7/2010 15:34,5.91,,United Kingdom,Missing CustomerID
537643,22366,DOORMAT AIRMAIL ,1,12/7/2010 15:34,14.43,,United Kingdom,Missing CustomerID
537643,22383,LUNCH BAG SUKI  DESIGN ,1,12/7/2010 15:34,5.06,,United Kingdom,Missing CustomerID
537643,22386,JUMBO BAG PINK POLKADOT,2,12/7/2010 15:34,5.06,,United Kingdom,Missing CustomerID
537643,22422,TOOTHPASTE TUBE PEN,1,12/7/2010 15:34,1.28,,United Kingdom,Missing CustomerID
537643,22430,ENAMEL WATERING CAN CREAM,1,12/7/2010 15:34,10.17,,United Kingdom,Missing CustomerID
537643,22432,WATERING CAN PINK BUNNY,1,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537643,22457,NATURAL SLATE HEART CHALKBOARD ,1,12/7/2010 15:34,5.91,,United Kingdom,Missing CustomerID
537643,22468,BABUSHKA LIGHTS STRING OF 10,2,12/7/2010 15:34,13.57,,United Kingdom,Missing CustomerID
537643,22469,HEART OF WICKER SMALL,5,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537643,22501,PICNIC BASKET WICKER LARGE,1,12/7/2010 15:34,21.23,,United Kingdom,Missing CustomerID
537643,22507,MEMO BOARD RETROSPOT  DESIGN,1,12/7/2010 15:34,11.02,,United Kingdom,Missing CustomerID
537643,22513,DOORSTOP FOOTBALL DESIGN,1,12/7/2010 15:34,7.62,,United Kingdom,Missing CustomerID
537643,22518,CHILDS GARDEN BRUSH BLUE,2,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537643,22519,CHILDS GARDEN BRUSH PINK,2,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537643,22525,CHILDRENS GARDEN GLOVES PINK,1,12/7/2010 15:34,3.36,,United Kingdom,Missing CustomerID
537643,22605,WOODEN CROQUET GARDEN SET,1,12/7/2010 15:34,25.49,,United Kingdom,Missing CustomerID
537643,22619,SET OF 6 SOLDIER SKITTLES,1,12/7/2010 15:34,7.62,,United Kingdom,Missing CustomerID
537643,22625,RED KITCHEN SCALES,2,12/7/2010 15:34,16.98,,United Kingdom,Missing CustomerID
537643,22629,SPACEBOY LUNCH BOX ,1,12/7/2010 15:34,2.51,,United Kingdom,Missing CustomerID
537643,22659,LUNCH BOX I LOVE LONDON,1,12/7/2010 15:34,2.51,,United Kingdom,Missing CustomerID
537643,22666,RECIPE BOX PANTRY YELLOW DESIGN,2,12/7/2010 15:34,5.91,,United Kingdom,Missing CustomerID
537643,22683,FRENCH BLUE METAL DOOR SIGN 8,1,12/7/2010 15:34,2.51,,United Kingdom,Missing CustomerID
537643,22697,GREEN REGENCY TEACUP AND SAUCER,5,12/7/2010 15:34,5.91,,United Kingdom,Missing CustomerID
537643,22699,ROSES REGENCY TEACUP AND SAUCER ,1,12/7/2010 15:34,5.91,,United Kingdom,Missing CustomerID
537643,22719,GUMBALL MONOCHROME COAT RACK,2,12/7/2010 15:34,2.51,,United Kingdom,Missing CustomerID
537643,22752,SET 7 BABUSHKA NESTING BOXES,2,12/7/2010 15:34,16.98,,United Kingdom,Missing CustomerID
537643,22754,SMALL RED BABUSHKA NOTEBOOK ,2,12/7/2010 15:34,1.66,,United Kingdom,Missing CustomerID
537643,22795,SWEETHEART RECIPE BOOK STAND,3,12/7/2010 15:34,13.57,,United Kingdom,Missing CustomerID
537643,22810,SET OF 6 T-LIGHTS SNOWMEN,1,12/7/2010 15:34,5.91,,United Kingdom,Missing CustomerID
537643,22838,3 TIER CAKE TIN RED AND CREAM,1,12/7/2010 15:34,29.79,,United Kingdom,Missing CustomerID
537643,22839,3 TIER CAKE TIN GREEN AND CREAM,1,12/7/2010 15:34,29.79,,United Kingdom,Missing CustomerID
537643,22896,PEG BAG APPLES DESIGN,1,12/7/2010 15:34,5.06,,United Kingdom,Missing CustomerID
537643,22947,WOODEN ADVENT CALENDAR RED,1,12/7/2010 15:34,34,,United Kingdom,Missing CustomerID
537643,22961,JAM MAKING SET PRINTED,1,12/7/2010 15:34,3.36,,United Kingdom,Missing CustomerID
537643,37370,RETRO COFFEE MUGS ASSORTED,2,12/7/2010 15:34,16.13,,United Kingdom,Missing CustomerID
537643,48111,DOORMAT 3 SMILEY CATS,1,12/7/2010 15:34,14.43,,United Kingdom,Missing CustomerID
537643,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,1,12/7/2010 15:34,6.77,,United Kingdom,Missing CustomerID
537643,72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,3,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537643,72351a,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,2,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537643,79067,CORONA MEXICAN TRAY,1,12/7/2010 15:34,7.62,,United Kingdom,Missing CustomerID
537643,82580,BATHROOM METAL SIGN,1,12/7/2010 15:34,1.28,,United Kingdom,Missing CustomerID
537643,82581,TOILET METAL SIGN,1,12/7/2010 15:34,1.28,,United Kingdom,Missing CustomerID
537643,82599,FANNY'S REST STOPMETAL SIGN,3,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537643,82600,NO SINGING METAL SIGN,1,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537643,84509c,SET OF 4 POLKADOT PLACEMATS ,1,12/7/2010 15:34,7.62,,United Kingdom,Missing CustomerID
537643,84510c,SET OF 4 POLKADOT COASTERS,1,12/7/2010 15:34,2.51,,United Kingdom,Missing CustomerID
537643,84596b,SMALL DOLLY MIX DESIGN ORANGE BOWL,1,12/7/2010 15:34,2.51,,United Kingdom,Missing CustomerID
537643,84596e,SMALL LICORICE DES PINK BOWL,1,12/7/2010 15:34,2.51,,United Kingdom,Missing CustomerID
537643,84660c,PINK STITCHED WALL CLOCK,1,12/7/2010 15:34,7.62,,United Kingdom,Missing CustomerID
537643,84884a,ANT WHITE WIRE HEART SPIRAL,1,12/7/2010 15:34,8.47,,United Kingdom,Missing CustomerID
537643,84915,HAND TOWEL PINK FLOWER AND DAISY,2,12/7/2010 15:34,11.87,,United Kingdom,Missing CustomerID
537643,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,6,12/7/2010 15:34,1.84,,United Kingdom,Missing CustomerID
537643,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,3,12/7/2010 15:34,8.47,,United Kingdom,Missing CustomerID
537643,84970l,SINGLE HEART ZINC T-LIGHT HOLDER,1,12/7/2010 15:34,2.13,,United Kingdom,Missing CustomerID
537643,84970s,HANGING HEART ZINC T-LIGHT HOLDER,4,12/7/2010 15:34,2.13,,United Kingdom,Missing CustomerID
537643,85035c,ROSE 3 WICK MORRIS BOX CANDLE,1,12/7/2010 15:34,8.47,,United Kingdom,Missing CustomerID
537643,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,1,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537643,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1,12/7/2010 15:34,16.98,,United Kingdom,Missing CustomerID
537643,85099B,JUMBO BAG RED RETROSPOT,1,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537643,85119,WATERING CAN SINGLE HOOK PISTACHIO,1,12/7/2010 15:34,3.36,,United Kingdom,Missing CustomerID
537643,85132a,CHARLIE + LOLA BISCUITS TINS,1,12/7/2010 15:34,21.23,,United Kingdom,Missing CustomerID
537643,DOT,DOTCOM POSTAGE,1,12/7/2010 15:34,593.15,,United Kingdom,Missing CustomerID
537643,15056bl,EDWARDIAN PARASOL BLACK,1,12/7/2010 15:34,12.72,,United Kingdom,Missing CustomerID
537643,18098c,PORCELAIN BUTTERFLY OIL BURNER,5,12/7/2010 15:34,5.06,,United Kingdom,Missing CustomerID
537643,20655,QUEEN OF SKIES LUGGAGE TAG,1,12/7/2010 15:34,2.51,,United Kingdom,Missing CustomerID
537643,20658,RED RETROSPOT LUGGAGE TAG,1,12/7/2010 15:34,2.51,,United Kingdom,Missing CustomerID
537643,20682,RED RETROSPOT CHILDRENS UMBRELLA,1,12/7/2010 15:34,6.77,,United Kingdom,Missing CustomerID
537643,20723,STRAWBERRY CHARLOTTE BAG,3,12/7/2010 15:34,2.51,,United Kingdom,Missing CustomerID
537643,20724,RED RETROSPOT CHARLOTTE BAG,9,12/7/2010 15:34,2.51,,United Kingdom,Missing CustomerID
537643,20725,LUNCH BAG RED RETROSPOT,6,12/7/2010 15:34,5.06,,United Kingdom,Missing CustomerID
537643,20828,GLITTER BUTTERFLY CLIPS,1,12/7/2010 15:34,5.06,,United Kingdom,Missing CustomerID
537643,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,1,12/7/2010 15:34,7.62,,United Kingdom,Missing CustomerID
537643,20996,JAZZ HEARTS ADDRESS BOOK,1,12/7/2010 15:34,0.85,,United Kingdom,Missing CustomerID
537643,21033,JUMBO BAG CHARLIE AND LOLA TOYS,1,12/7/2010 15:34,5.49,,United Kingdom,Missing CustomerID
537643,21035,SET/2 RED RETROSPOT TEA TOWELS ,2,12/7/2010 15:34,5.91,,United Kingdom,Missing CustomerID
537643,21041,RED RETROSPOT OVEN GLOVE DOUBLE,2,12/7/2010 15:34,5.91,,United Kingdom,Missing CustomerID
537643,21154,RED RETROSPOT OVEN GLOVE ,1,12/7/2010 15:34,3.36,,United Kingdom,Missing CustomerID
537645,15056bl,EDWARDIAN PARASOL BLACK,2,12/7/2010 15:34,12.72,,United Kingdom,Missing CustomerID
537645,15056n,EDWARDIAN PARASOL NATURAL,1,12/7/2010 15:34,12.72,,United Kingdom,Missing CustomerID
537645,15056p,EDWARDIAN PARASOL PINK,1,12/7/2010 15:34,12.72,,United Kingdom,Missing CustomerID
537645,18098c,PORCELAIN BUTTERFLY OIL BURNER,8,12/7/2010 15:34,5.06,,United Kingdom,Missing CustomerID
537645,20615,BLUE POLKADOT PASSPORT COVER,1,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537645,20665,RED RETROSPOT PURSE ,1,12/7/2010 15:34,5.91,,United Kingdom,Missing CustomerID
537645,20679,EDWARDIAN PARASOL RED,1,12/7/2010 15:34,12.72,,United Kingdom,Missing CustomerID
537645,20725,LUNCH BAG RED RETROSPOT,8,12/7/2010 15:34,5.06,,United Kingdom,Missing CustomerID
537645,20969,RED FLORAL FELTCRAFT SHOULDER BAG,1,12/7/2010 15:34,7.62,,United Kingdom,Missing CustomerID
537645,21033,JUMBO BAG CHARLIE AND LOLA TOYS,1,12/7/2010 15:34,5.49,,United Kingdom,Missing CustomerID
537645,21041,RED RETROSPOT OVEN GLOVE DOUBLE,2,12/7/2010 15:34,5.91,,United Kingdom,Missing CustomerID
537645,21100,CHARLIE AND LOLA CHARLOTTE BAG,1,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537645,21154,RED RETROSPOT OVEN GLOVE ,7,12/7/2010 15:34,3.36,,United Kingdom,Missing CustomerID
537645,21157,RED RETROSPOT WASHBAG,1,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537645,21166,COOK WITH WINE METAL SIGN ,2,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537645,21169,YOU'RE CONFUSING ME METAL SIGN ,1,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537645,21181,PLEASE ONE PERSON METAL SIGN,3,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537645,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2,12/7/2010 15:34,11.02,,United Kingdom,Missing CustomerID
537645,21217,RED RETROSPOT ROUND CAKE TINS,2,12/7/2010 15:34,21.23,,United Kingdom,Missing CustomerID
537645,21218,RED SPOTTY BISCUIT TIN,1,12/7/2010 15:34,8.47,,United Kingdom,Missing CustomerID
537645,21257,VICTORIAN SEWING BOX MEDIUM,3,12/7/2010 15:34,16.13,,United Kingdom,Missing CustomerID
537645,21258,VICTORIAN SEWING BOX LARGE,3,12/7/2010 15:34,25.49,,United Kingdom,Missing CustomerID
537645,21479,WHITE SKULL HOT WATER BOTTLE ,23,12/7/2010 15:34,8.47,,United Kingdom,Missing CustomerID
537645,21494,ROTATING LEAVES T-LIGHT HOLDER,1,12/7/2010 15:34,5.91,,United Kingdom,Missing CustomerID
537645,21557,SET OF 6 FUNKY BEAKERS,2,12/7/2010 15:34,5.74,,United Kingdom,Missing CustomerID
537645,21558,SKULL LUNCH BOX WITH CUTLERY ,1,12/7/2010 15:34,5.06,,United Kingdom,Missing CustomerID
537645,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,3,12/7/2010 15:34,5.06,,United Kingdom,Missing CustomerID
537645,21625,VINTAGE UNION JACK APRON,1,12/7/2010 15:34,14.43,,United Kingdom,Missing CustomerID
537645,21700,BIG DOUGHNUT FRIDGE MAGNETS,2,12/7/2010 15:34,8.47,,United Kingdom,Missing CustomerID
537645,21786,POLKADOT RAIN HAT ,2,12/7/2010 15:34,0.81,,United Kingdom,Missing CustomerID
537645,21812,GARLAND WITH HEARTS AND BELLS,1,12/7/2010 15:34,10.17,,United Kingdom,Missing CustomerID
537645,21813,GARLAND WITH STARS AND BELLS,1,12/7/2010 15:34,10.17,,United Kingdom,Missing CustomerID
537645,21820,GLITTER HEART GARLAND WITH BELLS ,1,12/7/2010 15:34,7.62,,United Kingdom,Missing CustomerID
537645,21821,GLITTER STAR GARLAND WITH BELLS ,1,12/7/2010 15:34,7.62,,United Kingdom,Missing CustomerID
537645,21874,GIN AND TONIC MUG,4,12/7/2010 15:34,3.36,,United Kingdom,Missing CustomerID
537645,21875,KINGS CHOICE MUG,1,12/7/2010 15:34,3.36,,United Kingdom,Missing CustomerID
537645,21889,WOODEN BOX OF DOMINOES,1,12/7/2010 15:34,3.36,,United Kingdom,Missing CustomerID
537645,21890,S/6 WOODEN SKITTLES IN COTTON BAG,1,12/7/2010 15:34,5.91,,United Kingdom,Missing CustomerID
537645,21903,MAN FLU METAL SIGN,2,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537645,21918,SET 12 KIDS COLOUR  CHALK STICKS,1,12/7/2010 15:34,0.81,,United Kingdom,Missing CustomerID
537645,21935,SUKI  SHOULDER BAG,2,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537645,21949,SET OF 6 STRAWBERRY CHOPSTICKS,1,12/7/2010 15:34,2.51,,United Kingdom,Missing CustomerID
537645,21992,VINTAGE PAISLEY STATIONERY SET,1,12/7/2010 15:34,5.91,,United Kingdom,Missing CustomerID
537645,22029,SPACEBOY BIRTHDAY CARD,1,12/7/2010 15:34,0.85,,United Kingdom,Missing CustomerID
537645,22114,HOT WATER BOTTLE TEA AND SYMPATHY,33,12/7/2010 15:34,9.32,,United Kingdom,Missing CustomerID
537645,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537645,22144,CHRISTMAS CRAFT LITTLE FRIENDS,3,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537645,22166,WALL MIRROR RECTANGLE DIAMANTE PINK,2,12/7/2010 15:34,16.13,,United Kingdom,Missing CustomerID
537645,22179,SET 10 LIGHTS NIGHT OWL,2,12/7/2010 15:34,13.57,,United Kingdom,Missing CustomerID
537645,22186,RED STAR CARD HOLDER,1,12/7/2010 15:34,5.91,,United Kingdom,Missing CustomerID
537645,22196,SMALL HEART MEASURING SPOONS,1,12/7/2010 15:34,1.66,,United Kingdom,Missing CustomerID
537645,22197,SMALL POPCORN HOLDER,24,12/7/2010 15:34,1.66,,United Kingdom,Missing CustomerID
537645,22199,FRYING PAN RED RETROSPOT,1,12/7/2010 15:34,8.47,,United Kingdom,Missing CustomerID
537645,22208,WOOD STAMP SET THANK YOU,1,12/7/2010 15:34,3.36,,United Kingdom,Missing CustomerID
537645,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,1,12/7/2010 15:34,11.02,,United Kingdom,Missing CustomerID
537645,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,1,12/7/2010 15:34,5.06,,United Kingdom,Missing CustomerID
537645,22371,AIRLINE BAG VINTAGE TOKYO 78,1,12/7/2010 15:34,8.47,,United Kingdom,Missing CustomerID
537645,22385,JUMBO BAG SPACEBOY DESIGN,2,12/7/2010 15:34,5.06,,United Kingdom,Missing CustomerID
537645,22386,JUMBO BAG PINK POLKADOT,3,12/7/2010 15:34,5.06,,United Kingdom,Missing CustomerID
537645,22429,ENAMEL MEASURING JUG CREAM,2,12/7/2010 15:34,8.47,,United Kingdom,Missing CustomerID
537645,22456,NATURAL SLATE CHALKBOARD LARGE ,4,12/7/2010 15:34,10.17,,United Kingdom,Missing CustomerID
537645,22469,HEART OF WICKER SMALL,2,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537645,22472,TV DINNER TRAY DOLLY GIRL,1,12/7/2010 15:34,11.02,,United Kingdom,Missing CustomerID
537645,22501,PICNIC BASKET WICKER LARGE,1,12/7/2010 15:34,21.23,,United Kingdom,Missing CustomerID
537645,22507,MEMO BOARD RETROSPOT  DESIGN,1,12/7/2010 15:34,11.02,,United Kingdom,Missing CustomerID
537645,22518,CHILDS GARDEN BRUSH BLUE,1,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537645,22614,PACK OF 12 SPACEBOY TISSUES,1,12/7/2010 15:34,0.81,,United Kingdom,Missing CustomerID
537645,22623,BOX OF VINTAGE JIGSAW BLOCKS ,1,12/7/2010 15:34,11.02,,United Kingdom,Missing CustomerID
537645,22629,SPACEBOY LUNCH BOX ,3,12/7/2010 15:34,2.51,,United Kingdom,Missing CustomerID
537645,22630,DOLLY GIRL LUNCH BOX,2,12/7/2010 15:34,2.51,,United Kingdom,Missing CustomerID
537645,22666,RECIPE BOX PANTRY YELLOW DESIGN,4,12/7/2010 15:34,5.91,,United Kingdom,Missing CustomerID
537645,22668,PINK BABY BUNTING,1,12/7/2010 15:34,5.91,,United Kingdom,Missing CustomerID
537645,22679,FRENCH BLUE METAL DOOR SIGN 4,1,12/7/2010 15:34,2.51,,United Kingdom,Missing CustomerID
537645,22681,FRENCH BLUE METAL DOOR SIGN 6,1,12/7/2010 15:34,2.51,,United Kingdom,Missing CustomerID
537645,22699,ROSES REGENCY TEACUP AND SAUCER ,2,12/7/2010 15:34,5.91,,United Kingdom,Missing CustomerID
537645,22719,GUMBALL MONOCHROME COAT RACK,1,12/7/2010 15:34,2.51,,United Kingdom,Missing CustomerID
537645,22752,SET 7 BABUSHKA NESTING BOXES,1,12/7/2010 15:34,16.98,,United Kingdom,Missing CustomerID
537645,22757,LARGE RED BABUSHKA NOTEBOOK ,1,12/7/2010 15:34,2.51,,United Kingdom,Missing CustomerID
537645,22807,SET OF 6 T-LIGHTS TOADSTOOLS,1,12/7/2010 15:34,5.91,,United Kingdom,Missing CustomerID
537645,22838,3 TIER CAKE TIN RED AND CREAM,2,12/7/2010 15:34,29.79,,United Kingdom,Missing CustomerID
537645,22839,3 TIER CAKE TIN GREEN AND CREAM,1,12/7/2010 15:34,29.79,,United Kingdom,Missing CustomerID
537645,22875,NUMBER TILE COTTAGE GARDEN 7,1,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537645,22891,TEA FOR ONE POLKADOT,2,12/7/2010 15:34,8.47,,United Kingdom,Missing CustomerID
537645,22896,PEG BAG APPLES DESIGN,2,12/7/2010 15:34,5.06,,United Kingdom,Missing CustomerID
537645,22946,WOODEN ADVENT CALENDAR CREAM,1,12/7/2010 15:34,34,,United Kingdom,Missing CustomerID
537645,22947,WOODEN ADVENT CALENDAR RED,1,12/7/2010 15:34,34,,United Kingdom,Missing CustomerID
537645,22961,JAM MAKING SET PRINTED,1,12/7/2010 15:34,3.36,,United Kingdom,Missing CustomerID
537645,22963,JAM JAR WITH GREEN LID,1,12/7/2010 15:34,1.66,,United Kingdom,Missing CustomerID
537645,37370,RETRO COFFEE MUGS ASSORTED,1,12/7/2010 15:34,16.13,,United Kingdom,Missing CustomerID
537645,47570b,TEA TIME TABLE CLOTH,1,12/7/2010 15:34,21.23,,United Kingdom,Missing CustomerID
537645,48111,DOORMAT 3 SMILEY CATS,1,12/7/2010 15:34,14.43,,United Kingdom,Missing CustomerID
537645,70007,HI TEC ALPINE HAND WARMER,1,12/7/2010 15:34,3.36,,United Kingdom,Missing CustomerID
537645,72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,1,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537645,72351a,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,1,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537645,79067,CORONA MEXICAN TRAY,1,12/7/2010 15:34,7.62,,United Kingdom,Missing CustomerID
537645,82582,AREA PATROLLED METAL SIGN,1,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537645,82583,HOT BATHS METAL SIGN,1,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537645,82600,NO SINGING METAL SIGN,1,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537645,84558a,3D DOG PICTURE PLAYING CARDS,1,12/7/2010 15:34,5.91,,United Kingdom,Missing CustomerID
537645,84596b,SMALL DOLLY MIX DESIGN ORANGE BOWL,2,12/7/2010 15:34,2.51,,United Kingdom,Missing CustomerID
537645,84946,ANTIQUE SILVER TEA GLASS ETCHED,3,12/7/2010 15:34,2.51,,United Kingdom,Missing CustomerID
537645,85039a,SET/4 RED MINI ROSE CANDLE IN BOWL,1,12/7/2010 15:34,3.36,,United Kingdom,Missing CustomerID
537645,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1,12/7/2010 15:34,16.98,,United Kingdom,Missing CustomerID
537645,85099B,JUMBO BAG RED RETROSPOT,4,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537645,85152,HAND OVER THE CHOCOLATE   SIGN ,1,12/7/2010 15:34,4.21,,United Kingdom,Missing CustomerID
537645,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,1,12/7/2010 15:34,5.06,,United Kingdom,Missing CustomerID
537645,DOT,DOTCOM POSTAGE,1,12/7/2010 15:34,607.96,,United Kingdom,Missing CustomerID
C537644,AMAZONFEE,AMAZON FEE,-1,12/7/2010 15:34,13474.79,,United Kingdom,Missing CustomerID; Quantity is zero or negative
537646,22585,PACK OF 6 BIRDY GIFT TAGS,3,12/7/2010 15:39,1.25,17591,United Kingdom,Duplicate transaction record
